           1    -5.45813    -5.45813           0
           2    -5.45821    -5.45817 2.78085e-05
           3    -5.45839    -5.45825 6.30177e-05
           4    -5.45872    -5.45837 0.000113386
           5    -5.45824    -5.45834 9.33186e-05
           6    -5.45955    -5.45854 0.000199854
           7    -5.45676    -5.45829 0.000291517
           8    -5.45658    -5.45807 0.000324243
           9    -5.45837    -5.45811 0.000289885
          10    -5.45709    -5.45801 0.000278182
          11    -5.45732    -5.45794 0.000259689
          12    -5.45822    -5.45797 0.000239098
          13    -5.45847    -5.45801 0.000223758
          14    -5.45801    -5.45801 0.000207776
          15    -5.46002    -5.45814 0.000233387
          16    -5.45828    -5.45815 0.000218958
          17    -5.45731     -5.4581  0.00021158
          18    -5.45901    -5.45815 0.000205803
          19    -5.45782    -5.45813 0.000195715
          20    -5.45898    -5.45817  0.00019041
          21    -5.45909    -5.45822 0.000186276
          22    -5.45746    -5.45818 0.000181003
          23     -5.4574    -5.45815 0.000176348
          24    -5.45815    -5.45815    0.000169
          25    -5.45888    -5.45818 0.000164722
          26    -5.45827    -5.45818 0.000158426
          27    -5.45629    -5.45811  0.00016729
          28    -5.45657    -5.45806 0.000170174
          29    -5.45723    -5.45803 0.000166662
          30    -5.45891    -5.45806 0.000163669
          31    -5.45878    -5.45808 0.000160046
          32    -5.45845    -5.45809 0.000155468
          33    -5.45788    -5.45809 0.000150889
          34     -5.4587     -5.4581 0.000147516
          35    -5.45864    -5.45812 0.000144101
          36    -5.45823    -5.45812 0.000140131
          37    -5.45763    -5.45811 0.000136974
          38    -5.45928    -5.45814 0.000136765
          39    -5.45908    -5.45816 0.000135355
          40    -5.45678    -5.45813  0.00013633
