           1     1.38773     1.38773           0
           2     1.38775     1.38774 8.58426e-06
           3     1.38767     1.38772 1.90338e-05
           4      1.3877     1.38771 1.46569e-05
           5     1.38771     1.38771 1.17885e-05
           6     1.38766      1.3877 1.27215e-05
           7     1.38754     1.38768 2.39515e-05
           8     1.38749     1.38766 3.02312e-05
           9     1.38757     1.38765 2.84007e-05
          10     1.38772     1.38766 2.63981e-05
          11     1.38762     1.38765 2.41964e-05
          12     1.38753     1.38764 2.41066e-05
          13     1.38743     1.38763  2.7423e-05
          14     1.38745     1.38761 2.82895e-05
          15     1.38744      1.3876 2.87105e-05
          16     1.38742     1.38759 2.90482e-05
          17     1.38751     1.38759 2.76878e-05
          18     1.38763     1.38759 2.62671e-05
          19     1.38762     1.38759 2.49346e-05
          20     1.38751     1.38759 2.40229e-05
          21     1.38755     1.38758 2.29405e-05
          22     1.38759     1.38758 2.18982e-05
          23     1.38758     1.38758 2.09462e-05
          24     1.38753     1.38758 2.01981e-05
          25     1.38759     1.38758 1.93964e-05
          26     1.38769     1.38759 1.90859e-05
          27     1.38766     1.38759 1.86014e-05
          28     1.38775     1.38759 1.87715e-05
          29     1.38761     1.38759  1.8134e-05
          30     1.38753     1.38759 1.76702e-05
          31     1.38754     1.38759 1.71798e-05
          32     1.38763     1.38759 1.66763e-05
          33      1.3875     1.38759 1.64084e-05
          34     1.38739     1.38758 1.69602e-05
          35     1.38757     1.38758 1.64807e-05
          36     1.38765     1.38758 1.61157e-05
          37     1.38766     1.38759 1.58022e-05
          38     1.38749     1.38758 1.55701e-05
          39     1.38747     1.38758 1.54278e-05
          40     1.38757     1.38758 1.50466e-05
