           1     1.79836     1.79836           0
           2     1.81528     1.80682  0.00598541
           3      1.7794     1.79768  0.00846249
           4     1.73161     1.78116   0.0156504
           5     1.74636      1.7742   0.0139824
           6     1.75129     1.77038   0.0121623
           7       1.728     1.76433   0.0118362
           8     1.78855     1.76736   0.0107368
           9     1.80931     1.77202   0.0105074
          10     1.79708     1.77452  0.00975091
          11     1.81413     1.77812  0.00950592
          12     1.82794     1.78228  0.00957727
          13      1.8252     1.78558  0.00939253
          14     1.85925     1.79084   0.0100887
          15      1.8676     1.79596   0.0106351
          16     1.86917     1.80053   0.0109104
          17     1.85221     1.80357   0.0106837
          18     1.87225     1.80739   0.0107499
          19     1.76587      1.8052   0.0104039
          20     1.74144     1.80201   0.0103607
          21     1.78815     1.80135  0.00988836
          22     1.81748     1.80209  0.00946603
          23     1.80817     1.80235  0.00905816
          24      1.7875     1.80173  0.00870185
          25     1.80969     1.80205  0.00835959
          26      1.7793     1.80118  0.00808375
          27     1.82458     1.80204  0.00783069
          28     1.77338     1.80102  0.00761762
          29     1.77491     1.80012  0.00740796
          30     1.77247      1.7992  0.00721812
          31     1.82324     1.79997  0.00702681
          32     1.81605     1.80048  0.00682515
          33     1.80889     1.80073  0.00662309
          34     1.82274     1.80138  0.00645985
          35     1.81903     1.80188  0.00629495
          36     1.80086     1.80185  0.00612016
          37     1.81483      1.8022  0.00596479
          38     1.78977     1.80188  0.00581678
          39     1.81041      1.8021  0.00567175
          40     1.82767     1.80274  0.00556588
