           1    -3.37848    -3.37848           0
           2    -3.38026    -3.37937 0.000629609
           3    -3.38009    -3.37961 0.000463362
           4    -3.37928    -3.37953 0.000355023
           5    -3.37921    -3.37946 0.000289583
           6    -3.37787     -3.3792 0.000342556
           7    -3.38036    -3.37936 0.000331538
           8    -3.38239    -3.37974 0.000457358
           9    -3.37879    -3.37964 0.000418688
          10    -3.38363    -3.38004 0.000534506
          11    -3.38204    -3.38022 0.000516115
          12    -3.38474    -3.38059 0.000594981
          13    -3.37948    -3.38051 0.000555343
          14    -3.38223    -3.38063 0.000529158
          15    -3.38098    -3.38066 0.000494374
          16    -3.37904    -3.38055 0.000473686
          17    -3.38044    -3.38055  0.00044587
          18    -3.38086    -3.38056 0.000421428
          19    -3.37919    -3.38049 0.000405398
          20    -3.37864     -3.3804 0.000395586
          21    -3.38097    -3.38043 0.000377687
          22    -3.37899    -3.38036  0.00036612
          23    -3.37925    -3.38031   0.0003534
          24    -3.38033    -3.38031 0.000338676
          25    -3.37944    -3.38028 0.000326945
          26    -3.38006    -3.38027 0.000314481
          27    -3.37854    -3.38021 0.000309281
          28    -3.37952    -3.38018 0.000299214
          29    -3.38022    -3.38018 0.000288899
          30    -3.38047    -3.38019 0.000279422
          31    -3.38056     -3.3802 0.000270659
          32    -3.37829    -3.38014  0.00026876
          33     -3.3824    -3.38021 0.000269132
          34    -3.37925    -3.38018   0.0002627
          35    -3.38101    -3.38021 0.000256264
          36    -3.38197    -3.38026 0.000253757
          37    -3.37886    -3.38022 0.000249677
          38    -3.38069    -3.38023  0.00024341
          39    -3.38064    -3.38024 0.000237398
          40    -3.37733    -3.38017 0.000242365
