1,0,0.0015,-0.0281266,0.418885
2,0,0.0015,0.0857772,0.212001
3,0,0.0015,-0.219679,0.0296313
4,0,0.0015,-0.310108,0.0788445
5,0,0.0015,-0.43348,0.00318415
6,0,0.0015,-0.423421,0.0220197
7,0,0.0015,-0.422915,0.0181891
8,0,0.0015,-0.336087,0.0537976
9,0,0.0015,-0.264336,0.0248141
10,0,0.0015,-0.387336,0.0550925
11,0,0.0015,-0.416388,0.0294226
12,0,0.0015,-0.398481,0.0136681
13,0,0.0015,-0.377623,0.038139
14,0,0.0015,-0.338162,0.0351956
15,0,0.0015,-0.410167,0.0404722
16,0,0.0015,-0.431991,0.00273035
17,0,0.0015,-0.41151,0.0221427
18,0,0.0015,-0.43902,0.00494809
19,0,0.0015,-0.442642,0.00320407
20,0,0.0015,-0.44195,0.00345749
21,0,0.0015,-0.432088,0.00272067
22,0,0.0015,-0.3671,0.0318763
23,0,0.0015,-0.398859,0.0325818
24,0,0.0015,-0.435284,0.00766916
25,0,0.0015,-0.442251,0.0033683
26,0,0.0015,-0.430268,0.0138571
27,0,0.0015,-0.399715,0.0148656
28,0,0.0015,-0.422547,0.00775929
29,0,0.0015,-0.413901,0.00355709
30,0,0.0015,-0.413167,0.00751345
31,0,0.0015,-0.420676,0.00595865
32,0,0.0015,-0.427099,0.0102169
33,0,0.0015,-0.437753,0.00663859
34,0,0.0015,-0.441408,0.00225938
35,0,0.0015,-0.427071,0.0156225
36,0,0.0015,-0.428664,0.00907111
37,0,0.0015,-0.425209,0.00475206
38,0,0.0015,-0.430895,0.00772532
39,0,0.0015,-0.441068,0.004778
40,0,0.0015,-0.432523,0.00313238
41,0,0.0015,-0.433535,0.00445386
42,0,0.0015,-0.420741,0.00829597
43,0,0.0015,-0.430353,0.00926212
44,0,0.0015,-0.43899,0.00340391
45,0,0.0015,-0.43393,0.00646023
46,0,0.0015,-0.423392,0.00956744
47,0,0.0015,-0.425581,0.0180238
48,0,0.0015,-0.407103,0.00638371
49,0,0.0015,-0.433793,0.00764075
50,0,0.0015,-0.431994,0.00604876
51,0,0.0015,-0.421659,0.0049969
52,0,0.0015,-0.4311,0.00668032
53,0,0.0015,-0.43502,0.00556268
54,0,0.0015,-0.44131,0.00279916
55,0,0.0015,-0.430147,0.00988114
56,0,0.0015,-0.435924,0.00424989
57,0,0.0015,-0.434064,0.00575656
58,0,0.0015,-0.441357,0.00299084
59,0,0.0015,-0.427236,0.0103976
60,0,0.0015,-0.437609,0.00562787
61,0,0.0015,-0.423666,0.00669547
62,0,0.0015,-0.437736,0.00701749
63,0,0.0015,-0.441233,0.00419515
64,0,0.0015,-0.435096,0.00596139
65,0,0.0015,-0.440656,0.00372972
66,0,0.0015,-0.441782,0.00609146
67,0,0.0015,-0.443878,0.00253155
68,0,0.0015,-0.441522,0.00507987
69,0,0.0015,-0.432584,0.00542185
70,0,0.0015,-0.442863,0.00225803
71,0,0.0015,-0.439865,0.00241807
72,0,0.0015,-0.439201,0.00446263
73,0,0.0015,-0.443064,0.00427712
74,0,0.0015,-0.443656,0.00344022
75,0,0.0015,-0.441087,0.00739013
76,0,0.0015,-0.438101,0.00474548
77,0,0.0015,-0.440867,0.00285533
78,0,0.0015,-0.443385,0.00190198
79,0,0.0015,-0.442281,0.00374278
80,0,0.0015,-0.444281,0.0024095
81,0,0.0015,-0.440656,0.00538985
82,0,0.0015,-0.442929,0.00432847
83,0,0.0015,-0.439311,0.00476126
