3.350271940231323242e+00 2.031855344772338867e+00
1.863272905349731445e+00 1.986867785453796387e+00
1.204440355300903320e+00 1.946965336799621582e+00
8.858871459960937500e-01 1.932448744773864746e+00
7.046215534210205078e-01 1.875182628631591797e+00
6.059265136718750000e-01 1.739476203918457031e+00
5.348225831985473633e-01 1.601407051086425781e+00
4.766344428062438965e-01 1.459369778633117676e+00
4.272871613502502441e-01 1.321697592735290527e+00
3.837250769138336182e-01 1.187582969665527344e+00
3.459674715995788574e-01 1.069285392761230469e+00
3.108201324939727783e-01 9.563793540000915527e-01
2.808116078376770020e-01 8.625255227088928223e-01
2.529583573341369629e-01 7.701084017753601074e-01
2.274979054927825928e-01 6.800813674926757812e-01
2.058941572904586792e-01 6.101615428924560547e-01
1.858197152614593506e-01 5.459809899330139160e-01
1.675108522176742554e-01 4.853470325469970703e-01
1.511712968349456787e-01 4.373395144939422607e-01
1.364275813102722168e-01 3.867866694927215576e-01
1.232276335358619690e-01 3.400676250457763672e-01
1.118377074599266052e-01 3.016123473644256592e-01
1.013247370719909668e-01 2.696448266506195068e-01
9.151554852724075317e-02 2.394662499427795410e-01
8.289192616939544678e-02 2.126465886831283569e-01
7.464428246021270752e-02 1.941664814949035645e-01
6.825550645589828491e-02 1.723964810371398926e-01
6.194594502449035645e-02 1.518649011850357056e-01
5.629501491785049438e-02 1.341675966978073120e-01
5.115808174014091492e-02 1.191833987832069397e-01
