2.365751981735229492e+00 2.162477731704711914e+00
1.664817690849304199e+00 1.506024479866027832e+00
1.213439226150512695e+00 1.083639621734619141e+00
8.898193240165710449e-01 7.890959978103637695e-01
6.662333607673645020e-01 5.818197727203369141e-01
5.012996196746826172e-01 4.339178204536437988e-01
3.780379593372344971e-01 3.249146640300750732e-01
2.860666811466217041e-01 2.443399429321289062e-01
2.173842787742614746e-01 1.842808723449707031e-01
1.652095913887023926e-01 1.393873244524002075e-01
1.256252676248550415e-01 1.054384037852287292e-01
9.541594237089157104e-02 8.012508600950241089e-02
7.254780083894729614e-02 6.087831780314445496e-02
5.526217445731163025e-02 4.624610021710395813e-02
4.199992120265960693e-02 3.509233891963958740e-02
3.189415857195854187e-02 2.666407451033592224e-02
2.424950338900089264e-02 2.023349143564701080e-02
1.840275153517723083e-02 1.539751701056957245e-02
1.400579325854778290e-02 1.172314304858446121e-02
1.067035552114248276e-02 8.890599012374877930e-03
8.098389022052288055e-03 6.754850037395954132e-03
6.160186603665351868e-03 5.146698560565710068e-03
4.671459551900625229e-03 3.918103873729705811e-03
3.565750084817409515e-03 2.972714370116591454e-03
2.709738677367568016e-03 2.257567131891846657e-03
2.054227050393819809e-03 1.719861174933612347e-03
1.561574521474540234e-03 1.306850928813219070e-03
1.188817434012889862e-03 9.937287541106343269e-04
9.027094929479062557e-04 7.567562279291450977e-04
6.881266599521040916e-04 5.755225429311394691e-04
