4.589595794677734375e+00 4.106145381927490234e+00
3.485499858856201172e+00 3.067626476287841797e+00
2.680138587951660156e+00 2.333865165710449219e+00
2.088865756988525391e+00 1.811931014060974121e+00
1.656882762908935547e+00 1.434880375862121582e+00
1.328695774078369141e+00 1.157905340194702148e+00
1.077565789222717285e+00 9.501730203628540039e-01
8.926482200622558594e-01 8.007627129554748535e-01
7.514702081680297852e-01 6.865056157112121582e-01
6.445246338844299316e-01 6.047199368476867676e-01
5.608195066452026367e-01 5.406520366668701172e-01
4.989024996757507324e-01 4.928800463676452637e-01
4.516313076019287109e-01 4.586964249610900879e-01
4.151684641838073730e-01 4.333735406398773193e-01
3.871304392814636230e-01 4.154377579689025879e-01
3.662837147712707520e-01 3.999932706356048584e-01
3.509600460529327393e-01 3.896837234497070312e-01
3.385775685310363770e-01 3.826888203620910645e-01
3.290045857429504395e-01 3.776130080223083496e-01
3.225344121456146240e-01 3.732312619686126709e-01
3.175295591354370117e-01 3.697191774845123291e-01
3.125606477260589600e-01 3.694938719272613525e-01
3.102276623249053955e-01 3.684792220592498779e-01
3.071707487106323242e-01 3.676048219203948975e-01
3.062647581100463867e-01 3.686190247535705566e-01
3.050028085708618164e-01 3.678537905216217041e-01
3.035653233528137207e-01 3.679325282573699951e-01
3.025876581668853760e-01 3.675435483455657959e-01
3.026925325393676758e-01 3.673510849475860596e-01
3.022613823413848877e-01 3.688689172267913818e-01
