8.304187655448913574e-01 5.390818715095520020e-01
4.217954576015472412e-01 2.872737646102905273e-01
2.365154027938842773e-01 1.729672700166702271e-01
1.510786116123199463e-01 1.200096160173416138e-01
1.105547398328781128e-01 9.459607303142547607e-02
9.050562977790832520e-02 8.175029605627059937e-02
7.999552786350250244e-02 7.481452822685241699e-02
7.409585267305374146e-02 7.074312865734100342e-02
7.053086161613464355e-02 6.817667186260223389e-02
6.823404878377914429e-02 6.644121557474136353e-02
6.666579097509384155e-02 6.520351022481918335e-02
6.554830819368362427e-02 6.429157406091690063e-02
6.473107635974884033e-02 6.360535323619842529e-02
6.412161141633987427e-02 6.307710707187652588e-02
6.366249918937683105e-02 6.267680972814559937e-02
6.331311166286468506e-02 6.236524879932403564e-02
6.305014342069625854e-02 6.212258711457252502e-02
6.284798681735992432e-02 6.193442642688751221e-02
6.269389390945434570e-02 6.178878620266914368e-02
6.257729232311248779e-02 6.167363002896308899e-02
6.248714774847030640e-02 6.158666312694549561e-02
6.241732835769653320e-02 6.151483580470085144e-02
6.236886605620384216e-02 6.146299466490745544e-02
6.232551857829093933e-02 6.141766905784606934e-02
6.229582056403160095e-02 6.138347461819648743e-02
6.227106973528862000e-02 6.135628372430801392e-02
6.225321069359779358e-02 6.133391708135604858e-02
6.224125251173973083e-02 6.131552159786224365e-02
6.223109737038612366e-02 6.130131706595420837e-02
6.222236901521682739e-02 6.128938496112823486e-02
