1.449246406555175781e+00 1.349252581596374512e+00
9.430517554283142090e-01 9.530919194221496582e-01
6.797054409980773926e-01 7.325346469879150391e-01
5.317411422729492188e-01 5.995662212371826172e-01
4.424370229244232178e-01 5.142425298690795898e-01
3.851361572742462158e-01 4.566627144813537598e-01
3.465764224529266357e-01 4.154734909534454346e-01
3.191694319248199463e-01 3.851180076599121094e-01
2.993348836898803711e-01 3.620719313621520996e-01
2.847630679607391357e-01 3.443996906280517578e-01
2.738733887672424316e-01 3.305331170558929443e-01
2.656297087669372559e-01 3.195638358592987061e-01
2.594399154186248779e-01 3.108355700969696045e-01
2.548134028911590576e-01 3.038755059242248535e-01
2.512545585632324219e-01 2.982807159423828125e-01
2.488141953945159912e-01 2.936953604221343994e-01
2.465818375349044800e-01 2.899607121944427490e-01
2.450345456600189209e-01 2.869177758693695068e-01
2.439020425081253052e-01 2.844236493110656738e-01
2.429941296577453613e-01 2.823706865310668945e-01
2.423308342695236206e-01 2.806365191936492920e-01
2.418236434459686279e-01 2.791930735111236572e-01
2.414340674877166748e-01 2.779394388198852539e-01
2.412077039480209351e-01 2.769773602485656738e-01
2.409417182207107544e-01 2.761299908161163330e-01
2.407536804676055908e-01 2.754051089286804199e-01
2.406289875507354736e-01 2.747535705566406250e-01
2.405546456575393677e-01 2.741984426975250244e-01
2.404746711254119873e-01 2.737416923046112061e-01
2.404024302959442139e-01 2.733680307865142822e-01
