2.670681953430175781e+00 1.546063423156738281e+00
1.491533041000366211e+00 1.558866143226623535e+00
9.553740620613098145e-01 1.642469763755798340e+00
7.251454591751098633e-01 1.666022300720214844e+00
6.289772391319274902e-01 1.683408379554748535e+00
5.703611373901367188e-01 1.663392424583435059e+00
5.333414673805236816e-01 1.655563712120056152e+00
5.133186578750610352e-01 1.597454190254211426e+00
4.961670339107513428e-01 1.553491711616516113e+00
4.840593338012695312e-01 1.474553465843200684e+00
4.733750224113464355e-01 1.422894597053527832e+00
4.635318219661712646e-01 1.354081988334655762e+00
4.552815556526184082e-01 1.295244097709655762e+00
4.445551931858062744e-01 1.267699956893920898e+00
4.398643970489501953e-01 1.209370732307434082e+00
4.331289827823638916e-01 1.158970594406127930e+00
4.266422688961029053e-01 1.131041646003723145e+00
4.229575693607330322e-01 1.091366887092590332e+00
4.179925322532653809e-01 1.061120629310607910e+00
4.141204357147216797e-01 1.017169594764709473e+00
4.102113246917724609e-01 9.772908687591552734e-01
4.052526056766510010e-01 9.353970885276794434e-01
4.038745760917663574e-01 9.180295467376708984e-01
4.008056521415710449e-01 8.939033150672912598e-01
3.985604345798492432e-01 8.672554492950439453e-01
3.937340676784515381e-01 8.646305203437805176e-01
3.947104811668395996e-01 8.376231193542480469e-01
3.926368057727813721e-01 8.220897316932678223e-01
3.888904452323913574e-01 7.905402183532714844e-01
3.895851373672485352e-01 7.727176547050476074e-01
