1.794443964958190918e+00 1.515320658683776855e+00
1.158162355422973633e+00 9.975446462631225586e-01
7.963690757751464844e-01 6.931254863739013672e-01
5.763522982597351074e-01 5.037253499031066895e-01
4.334374666213989258e-01 3.786677122116088867e-01
3.356117606163024902e-01 2.928756475448608398e-01
2.659938633441925049e-01 2.323831766843795776e-01
2.154334783554077148e-01 1.887051910161972046e-01
1.780045181512832642e-01 1.567830443382263184e-01
1.500225812196731567e-01 1.331598907709121704e-01
1.289561986923217773e-01 1.155196577310562134e-01
1.130145862698554993e-01 1.022597104310989380e-01
1.009917184710502625e-01 9.236697852611541748e-02
9.189299494028091431e-02 8.491737395524978638e-02
8.499340713024139404e-02 7.927443832159042358e-02
7.977498322725296021e-02 7.503793388605117798e-02
7.578359544277191162e-02 7.191466540098190308e-02
7.280413806438446045e-02 6.956091523170471191e-02
7.053630053997039795e-02 6.777291744947433472e-02
6.879810243844985962e-02 6.643818318843841553e-02
6.748034060001373291e-02 6.543859839439392090e-02
6.649017333984375000e-02 6.469219923019409180e-02
6.575475633144378662e-02 6.413855403661727905e-02
6.517073512077331543e-02 6.372244656085968018e-02
6.473740935325622559e-02 6.342253834009170532e-02
6.441899389028549194e-02 6.319294124841690063e-02
6.417080760002136230e-02 6.302507221698760986e-02
6.398154795169830322e-02 6.290642172098159790e-02
6.382741779088973999e-02 6.282453238964080811e-02
6.371187418699264526e-02 6.275703012943267822e-02
