2.128387212753295898e+00 1.869396209716796875e+00
1.482868909835815430e+00 1.289286255836486816e+00
1.070133209228515625e+00 9.079838395118713379e-01
7.892110943794250488e-01 6.539126038551330566e-01
5.902689099311828613e-01 4.770636558532714844e-01
4.459540545940399170e-01 3.497843742370605469e-01
3.388929367065429688e-01 2.586625218391418457e-01
2.592131495475769043e-01 1.916147619485855103e-01
1.989492923021316528e-01 1.429937630891799927e-01
1.532940864562988281e-01 1.065329536795616150e-01
1.187484562397003174e-01 7.952301204204559326e-02
9.243911504745483398e-02 5.939682945609092712e-02
7.269342243671417236e-02 4.443180561065673828e-02
5.751519650220870972e-02 3.336348384618759155e-02
4.602567851543426514e-02 2.537987567484378815e-02
3.721541166305541992e-02 1.939359493553638458e-02
3.062271140515804291e-02 1.502663269639015198e-02
2.564888074994087219e-02 1.185448188334703445e-02
2.182044088840484619e-02 9.547005407512187958e-03
1.885803230106830597e-02 7.925057783722877502e-03
1.666735298931598663e-02 6.799131166189908981e-03
1.501286774873733521e-02 6.043178495019674301e-03
1.368662808090448380e-02 5.496715661138296127e-03
1.277828309684991837e-02 5.156033206731081009e-03
1.199257094413042068e-02 4.931467585265636444e-03
1.147753000259399414e-02 4.818621557205915451e-03
1.098366361111402512e-02 4.739653784781694412e-03
1.066598203033208847e-02 4.748208448290824890e-03
1.041748560965061188e-02 4.765256308019161224e-03
1.026495173573493958e-02 4.811171907931566238e-03
