           1   0.0431312   0.0431312           0
           2   0.0424688      0.0428 0.000234207
           3   0.0432752   0.0429584 0.000202737
           4   0.0428406   0.0429289 0.000154179
           5   0.0429925   0.0429417 0.000123866
           6   0.0430513   0.0429599 0.000104562
           7   0.0425837   0.0429062 0.000102514
           8   0.0431255   0.0429336 9.32945e-05
           9   0.0425499    0.042891  9.2158e-05
          10   0.0428768   0.0428895 8.29531e-05
          11   0.0432794    0.042925 8.26365e-05
          12   0.0431246   0.0429416 7.74067e-05
          13   0.0421207   0.0428785 9.37358e-05
          14   0.0423065   0.0428376 9.55295e-05
          15   0.0424334   0.0428107 9.28832e-05
          16   0.0433631   0.0428452 9.32751e-05
          17   0.0429388   0.0428507 8.79509e-05
          18   0.0431205   0.0428657 8.43321e-05
          19    0.042015   0.0428209  9.1005e-05
          20   0.0420168   0.0427807 9.49215e-05
          21   0.0426925   0.0427765 9.04944e-05
          22   0.0426057   0.0427687 8.67136e-05
          23   0.0429604   0.0427771  8.3343e-05
          24    0.043273   0.0427977 8.23921e-05
          25   0.0429011   0.0428019    7.92e-05
          26   0.0430581   0.0428117 7.67646e-05
          27   0.0430059   0.0428189 7.42575e-05
          28   0.0428609   0.0428204 7.16205e-05
          29   0.0429059   0.0428234 6.92114e-05
          30   0.0427579   0.0428212 6.69388e-05
          31   0.0422298   0.0428021 6.74433e-05
          32   0.0429058   0.0428054 6.54135e-05
          33    0.042679   0.0428015 6.35433e-05
          34   0.0428891   0.0428041 6.17265e-05
          35   0.0428782   0.0428062 5.99992e-05
          36    0.043505   0.0428256  6.1392e-05
          37   0.0426613   0.0428212 5.98931e-05
          38   0.0427462   0.0428192 5.83494e-05
          39   0.0428577   0.0428202 5.68616e-05
          40   0.0430448   0.0428258 5.57167e-05
