           1     1.17522     1.17522           0
           2     1.21435     1.19478   0.0138355
           3     1.10768     1.16575   0.0254376
           4     1.23411     1.18284   0.0241455
           5     1.37848     1.22197   0.0399748
           6     1.19995      1.2183   0.0334804
           7     1.27392     1.22624   0.0296253
           8     1.15224     1.21699   0.0273284
           9     1.24579     1.22019   0.0244785
          10     1.44403     1.24258   0.0305984
          11     1.21882     1.24042   0.0278928
          12     1.45622      1.2584   0.0308252
          13     1.16918     1.25154    0.029208
          14     1.35397     1.25885   0.0280232
          15     1.33208     1.26374   0.0265767
          16     1.37578     1.27074   0.0258218
          17     1.63822     1.29235   0.0321003
          18     1.42065     1.29948   0.0310982
          19     1.12002     1.29004   0.0308624
          20     1.12759     1.28191   0.0303694
          21      1.2692     1.28131   0.0289293
          22     1.27525     1.28103   0.0276156
          23       1.411     1.28668   0.0269869
          24     1.17617     1.28208   0.0262523
          25     1.12693     1.27587   0.0259254
          26     1.38781     1.28018   0.0252832
          27     1.47596     1.28743   0.0253653
          28     1.42635     1.29239   0.0249398
          29     1.55468     1.30144   0.0256675
          30     1.21542     1.29857   0.0249715
          31      1.4311     1.30284   0.0245292
          32     1.31589     1.30325   0.0237661
          33     1.52142     1.30986   0.0239478
          34     1.29679     1.30948   0.0232465
          35     1.56103     1.31667   0.0236673
          36     1.19495     1.31328   0.0232501
          37     1.19192        1.31   0.0228519
          38     1.44625     1.31359   0.0225301
          39     1.50433     1.31848   0.0224769
          40     1.35648     1.31943   0.0219351
