           1   -0.399991   -0.399991           0
           2   -0.385982   -0.392986  0.00495296
           3   -0.415753   -0.400575  0.00702124
           4   -0.362127   -0.390963  0.00985016
           5   -0.367418   -0.386254  0.00893514
           6    -0.41986   -0.391855   0.0090324
           7    -0.43579   -0.398131  0.00968016
           8   -0.480117    -0.40838   0.0127922
           9   -0.482105   -0.416571   0.0137457
          10     -0.3868   -0.413594   0.0126895
          11   -0.427717   -0.414878   0.0116006
          12   -0.407591   -0.414271   0.0106498
          13   -0.418349   -0.414585  0.00983521
          14    -0.38981   -0.412815  0.00929054
          15   -0.424821   -0.413615  0.00870558
          16   -0.436439   -0.415042  0.00827753
          17   -0.423199   -0.415522  0.00780451
          18   -0.418148   -0.415668  0.00737229
          19    -0.46635   -0.418335  0.00745124
          20    -0.44471   -0.419654  0.00719443
          21   -0.432638   -0.420272  0.00687836
          22   -0.449076   -0.421581  0.00668915
          23   -0.430058    -0.42195  0.00640846
          24   -0.418688   -0.421814  0.00614288
          25   -0.438433   -0.422479  0.00593303
          26   -0.470271   -0.424317  0.00598281
          27    -0.49001    -0.42675  0.00623637
          28    -0.42445   -0.426668  0.00601418
          29   -0.416352   -0.426312   0.0058173
          30   -0.404585   -0.425588   0.0056683
          31   -0.380052   -0.424119  0.00567259
          32   -0.385678   -0.422918  0.00562107
          33   -0.414776   -0.422671  0.00545615
          34   -0.415512    -0.42246  0.00529974
          35    -0.43435     -0.4228  0.00515919
          36    -0.40893   -0.422415  0.00503025
          37   -0.398054   -0.421756   0.0049372
          38   -0.420572   -0.421725  0.00480737
          39   -0.457698   -0.422648  0.00477177
          40   -0.459209   -0.423562  0.00473921
