0.0323165             0             0
0.0969496             0             0
0.161583             0             0
0.226216             0             0
0.290849             0             0
0.355482             0             0
0.420115             0             0
0.484748             0             0
0.549381             0             0
0.614014             0             0
0.678647             0             0
0.74328             0             0
0.807913             0             0
0.872546       0.13274     0.0107978
0.937179        72.707       5.28734
1.00181        787.48       57.5162
1.06645       1756.48        128.28
1.13108       1991.91       145.589
1.19571       1782.79       130.292
1.26034       1503.59       110.101
1.32498       1273.57       93.4519
1.38961       1109.01       81.3545
1.45424       996.135       72.9311
1.51888       913.829       66.9336
1.58351       854.256       62.4821
1.64814       816.044       59.6143
1.71278       787.384        57.622
1.77741       768.833       56.1964
1.84204       756.059        55.279
1.90667       748.781       54.6592
1.97131       745.719       54.5275
2.03594       744.024       54.3949
2.10057       739.556       54.1141
2.16521        735.77        53.806
2.22984       729.962       53.3181
2.29447       722.381       52.7072
2.35911       713.735       52.1721
2.42374       704.597       51.5258
2.48837       696.221       50.8544
2.55301       689.271       50.2612
2.61764       682.167       49.7791
2.68227       676.641       49.4071
2.7469       672.338       49.1248
2.81154       669.658       48.7802
2.87617        666.19       48.5026
2.9408       663.242       48.2826
3.00544       660.273       48.0951
3.07007       658.724       48.0007
3.1347       656.482       47.8027
3.19934       653.947       47.6361
3.26397       651.505       47.4935
3.3286       648.994        47.285
3.39323        646.71       47.1934
3.45787       644.759       47.1119
3.5225       642.575       46.9138
3.58713       641.051       46.8345
3.65177       639.873       46.7713
3.7164        638.47       46.6515
3.78103       637.684       46.5987
3.84567       636.672       46.5632
3.9103       635.383       46.4443
3.97493       634.232       46.3714
4.03957       633.272       46.3447
4.1042       632.036        46.232
4.16883       631.829       46.1984
4.23346       630.904       46.1092
4.2981       630.074       46.0858
4.36273       628.983       46.0428
4.42736       628.852       46.0512
4.492       628.278        46.024
4.55663       627.353       45.9388
4.62126        626.61       45.8601
4.6859       626.269       45.8711
4.75053       626.093       45.8406
4.81516       625.848       45.8322
4.87979       625.596       45.7951
4.94443       624.607       45.7819
5.00906       624.257       45.7477
5.07369       623.946       45.7357
5.13833       623.765       45.7073
5.20296       623.833       45.7063
5.26759       622.941       45.6658
5.33223       622.475       45.6426
5.39686       622.254       45.6492
5.46149       622.245       45.6398
5.52612       622.074       45.6124
5.59076       621.979       45.5994
5.65539       621.593       45.5608
5.72002       621.441       45.5438
5.78466       621.514       45.5264
5.84929       621.159       45.5185
5.91392       621.419       45.5563
5.97856       621.984       45.5691
6.04319       621.442       45.5122
6.10782       621.487       45.5179
6.17246       621.339       45.4577
6.23709       620.931        45.449
6.30172       620.655       45.4127
6.36635       620.201       45.3776
6.43099       620.253       45.3871
