           1     1.20172     1.20172           0
           2     1.18589      1.1938  0.00559751
           3     1.20774     1.19845  0.00532083
           4      1.1942     1.19739  0.00409517
           5      1.2103     1.19997   0.0040084
           6     1.19249     1.19872  0.00352898
           7     1.19935     1.19881  0.00302597
           8     1.20606     1.19972     0.00278
           9     1.20408      1.2002    0.002513
          10     1.18951     1.19913  0.00247866
          11      1.2142      1.2005  0.00260455
          12     1.20659     1.20101  0.00243643
          13     1.19203     1.20032  0.00234495
          14      1.1914     1.19968  0.00226229
          15     1.20815     1.20025  0.00218075
          16     1.19827     1.20012  0.00204795
          17     1.20822      1.2006  0.00198214
          18     1.19877      1.2005  0.00187464
          19     1.20731     1.20086  0.00180996
          20     1.20087     1.20086  0.00171947
          21     1.20355     1.20099  0.00164235
          22     1.19464      1.2007  0.00159282
          23     1.19937     1.20064  0.00152461
          24     1.21716     1.20133  0.00160897
          25     1.19361     1.20102  0.00157397
          26     1.20683     1.20124  0.00152922
          27     1.21373     1.20171  0.00154093
          28     1.19745     1.20155  0.00149338
          29     1.20692     1.20174  0.00145332
          30     1.20185     1.20174  0.00140489
          31     1.20267     1.20177  0.00135988
          32     1.20165     1.20177  0.00131739
          33     1.19505     1.20156  0.00129311
          34     1.20463     1.20165  0.00125822
          35     1.20058     1.20162  0.00122264
          36     1.20778      1.2018  0.00120058
          37     1.19542     1.20162  0.00118043
          38     1.20639     1.20175    0.001156
          39     1.20804     1.20191  0.00113755
          40     1.19428     1.20172  0.00112499
