0,20729.4
1,19160.2
2,16825.8
3,15479.7
4,14785.8
5,13931.8
6,12817.9
7,11481
8,11028.6
9,10681.2
10,10185.4
11,9957.57
12,9617.3
13,9083.28
14,8910.23
15,8720.27
16,8563.67
17,8511.16
18,8333.07
19,8066.13
20,6734.08
21,6695.77
22,6577.55
23,6555.05
24,6504.43
25,6428.8
26,6383.39
27,6332.8
28,6297.95
29,6275.88
30,6245.47
31,6204.9
32,6176.58
33,6080.37
34,6050.32
35,5973.7
36,5875.07
37,5832.39
38,5756.76
39,5731.85
40,5520.12
41,5511.59
42,5455.56
43,5408.53
44,5369.74
45,5369.74
46,5369.74
47,5369.74
48,5355.97
49,5347.37
50,5321.17
51,5313.71
52,5283.36
53,5222.09
54,5222.09
55,5122.26
56,5094.78
57,5072.74
58,5069.62
59,5067.48
60,5067.48
61,5023.02
62,5023.02
63,5017.51
64,5017.51
65,4984.11
66,4955.98
67,4911.37
68,4911.37
69,4908.79
70,4903.47
71,4902.43
72,4902.43
73,4902.43
74,4891.51
75,4891.51
76,4891.51
77,4868.41
78,4850.71
79,4849.98
80,4849.98
81,4849.98
82,4849.98
83,4847.4
84,4842.6
85,4842.6
86,4842.6
87,4842.6
88,4842.6
89,4842.6
90,4842.6
91,4842.6
92,4842.6
93,4842.6
94,4842.6
95,4839.29
96,4839.29
97,4839.29
98,4839.29
99,4839.29
100,4748.54
101,4748.54
102,4748.54
103,4748.54
104,4748.54
105,4748.54
106,4748.54
107,4748.54
108,4748.54
109,4748.54
110,4748.54
111,4748.54
112,4748.54
113,4748.54
114,4748.54
115,4748.54
116,4748.54
117,4748.54
118,4748.54
119,4748.54
120,4741.28
121,4673.3
122,4673.3
123,4673.3
124,4673.3
125,4673.3
126,4673.3
127,4673.3
128,4673.3
129,4673.3
130,4673.3
131,4673.3
132,4673.3
133,4673.3
134,4642.9
135,4642.9
136,4642.9
137,4642.9
138,4642.9
139,4642.9
140,4642.9
141,4642.9
142,4642.9
143,4642.9
144,4642.9
145,4642.9
146,4642.9
147,4642.9
148,4642.9
149,4642.9
150,4642.9
151,4642.9
152,4642.9
153,4642.9
154,4642.9
155,4642.9
156,4642.9
157,4642.9
158,4642.9
159,4642.9
160,4642.9
161,4642.9
162,4642.9
163,4642.9
164,4642.9
165,4642.9
166,4642.9
167,4642.9
168,4642.9
169,4642.9
170,4642.9
171,4642.9
172,4642.9
173,4642.9
174,4642.9
175,4642.9
176,4642.9
177,4642.9
178,4642.9
179,4642.9
180,4604.79
181,4604.79
182,4597.19
183,4597.19
184,4597.19
185,4597.19
186,4597.19
187,4597.19
188,4597.19
189,4597.19
190,4597.19
191,4597.19
192,4597.19
193,4597.19
194,4597.19
195,4597.19
196,4597.19
197,4597.19
198,4597.19
199,4597.19
200,4597.19
201,4597.19
202,4597.19
203,4597.19
204,4597.19
205,4597.19
206,4597.19
207,4597.19
208,4597.19
209,4597.19
210,4597.19
211,4597.19
212,4597.19
213,4597.19
214,4597.19
215,4597.19
216,4597.19
217,4597.19
218,4597.19
219,4597.19
220,4597.19
221,4597.19
222,4597.19
223,4597.19
224,4597.19
225,4597.19
226,4597.19
227,4597.19
228,4597.19
229,4597.19
230,4597.19
231,4597.19
232,4597.19
233,4597.19
234,4597.19
235,4597.19
236,4597.19
237,4597.19
238,4597.19
239,4597.19
240,4597.19
241,4597.19
242,4597.19
243,4597.19
