0,0,-nan
1,0.939204,0.000293948
2,1.32813,0.00187359
3,1.62733,0.00311266
4,1.8778,0.00404721
5,2.10321,0.00459238
6,2.30725,0.00553207
7,2.49116,0.00636469
8,2.66405,0.00693778
9,2.82733,0.00829559
10,2.9785,0.00898656
11,3.12076,0.0102617
12,3.25586,0.011011
13,3.38579,0.0117416
14,3.51197,0.0111912
15,3.63618,0.0119686
16,3.74958,0.0128899
17,3.86314,0.0138535
18,3.97843,0.0146417
19,4.08473,0.0153476
20,4.18838,0.0159821
21,4.29142,0.0167217
22,4.39036,0.017344
23,4.49001,0.0177704
24,4.59035,0.0188195
25,4.68533,0.0189986
26,4.77695,0.0190015
27,4.86558,0.0194653
28,4.9548,0.0192737
29,5.04459,0.0193668
30,5.12981,0.020041
31,5.21033,0.0200422
32,5.29812,0.019951
33,5.38077,0.0200928
34,5.46256,0.0201738
35,5.54385,0.0215417
36,5.6224,0.022112
37,5.69849,0.0236001
38,5.7753,0.0254104
39,5.85151,0.0259072
40,5.9298,0.0271881
41,6.0057,0.0276117
42,6.07985,0.0281569
43,6.15524,0.0290531
44,6.22714,0.0288617
45,6.29794,0.0289318
46,6.36928,0.0302345
47,6.4373,0.0310387
48,6.50526,0.0315944
49,6.57278,0.0308373
50,6.63878,0.031209
51,6.70653,0.0320886
52,6.77145,0.0318552
53,6.83604,0.0333516
54,6.9019,0.0346363
55,6.96796,0.0355199
56,7.03091,0.0350738
57,7.09804,0.0353823
58,7.15878,0.0365274
59,7.22113,0.0375754
60,7.28187,0.0383649
61,7.34485,0.0393819
62,7.4022,0.0396564
63,7.46466,0.0406783
64,7.52087,0.0405979
65,7.58128,0.0415177
66,7.63406,0.0411446
67,7.69055,0.0418103
68,7.74601,0.0424473
69,7.80364,0.0415122
70,7.85478,0.0427518
71,7.90951,0.0429576
72,7.96682,0.0435576
73,8.02165,0.044395
74,8.07509,0.0454057
75,8.13071,0.0468818
76,8.18355,0.0463466
77,8.23697,0.0462859
78,8.28817,0.047452
79,8.34119,0.04768
80,8.39745,0.0475611
81,8.4487,0.0475102
82,8.50447,0.048871
83,8.55525,0.0500546
84,8.60101,0.050165
85,8.65364,0.050028
86,8.69929,0.050539
87,8.74878,0.0515252
88,8.7974,0.0518922
89,8.84827,0.0532166
90,8.9016,0.0539146
91,8.94957,0.055884
92,8.99674,0.0573683
93,9.0438,0.058407
94,9.09087,0.0590406
95,9.13952,0.0579722
96,9.18707,0.0590447
97,9.23703,0.0600635
98,9.29045,0.0596322
99,9.33961,0.0603154
