0,0,-nan
1,1,0
2,1.41697,0.00235117
3,1.73724,0.00374078
4,2.0053,0.00474433
5,2.24107,0.00605606
6,2.45508,0.006575
7,2.6504,0.0072132
8,2.83113,0.00752671
9,3.0038,0.00798289
10,3.16566,0.00916319
11,3.32241,0.00955597
12,3.46852,0.0108944
13,3.60854,0.0112525
14,3.74789,0.0113901
15,3.88289,0.0116726
16,4.01031,0.0133657
17,4.1354,0.0142187
18,4.25135,0.0150035
19,4.36905,0.0147789
20,4.48229,0.0149128
21,4.59259,0.0155668
22,4.69682,0.0164611
23,4.80147,0.0174808
24,4.9036,0.0183254
25,5.00442,0.0186828
26,5.10145,0.0188181
27,5.2012,0.0197528
28,5.29384,0.0206105
29,5.38518,0.0221151
30,5.47513,0.0228366
31,5.56251,0.0229587
32,5.65334,0.0244553
33,5.74289,0.0251305
34,5.82795,0.0257436
35,5.91693,0.0256506
36,5.99935,0.0266127
37,6.08159,0.027593
38,6.16146,0.0274234
39,6.2436,0.0274199
40,6.32436,0.0272151
41,6.39776,0.0281582
42,6.47728,0.0288932
43,6.5576,0.0286623
44,6.63144,0.029972
45,6.7057,0.0290509
46,6.77512,0.0289269
47,6.8471,0.0301321
48,6.92182,0.0316094
49,6.98921,0.0320843
50,7.0593,0.0312464
51,7.13111,0.03285
52,7.19442,0.0347334
53,7.2686,0.0345944
54,7.34147,0.035223
55,7.40914,0.0361887
56,7.47574,0.0370528
57,7.53884,0.0368522
58,7.59898,0.0376001
59,7.66389,0.0380759
60,7.72785,0.0373379
61,7.79592,0.0369675
62,7.86199,0.0372383
63,7.92214,0.0373442
64,7.98792,0.0380641
65,8.05465,0.037746
66,8.11715,0.0388268
67,8.18053,0.0397037
68,8.24049,0.0416527
69,8.30066,0.0413512
70,8.35516,0.0415534
71,8.41348,0.0426878
72,8.47197,0.0441145
73,8.5289,0.0435271
74,8.5889,0.0442051
75,8.64615,0.0437345
76,8.70504,0.0442532
77,8.75798,0.0440073
78,8.81317,0.0447019
79,8.87024,0.0458503
80,8.92666,0.0461618
81,8.97874,0.0458578
82,9.03411,0.0468837
83,9.0878,0.0476726
84,9.13607,0.0485353
85,9.19314,0.0491765
86,9.24689,0.0498851
87,9.30353,0.0491656
88,9.35935,0.049339
89,9.41224,0.0486809
90,9.46938,0.0484334
91,9.52004,0.0484994
92,9.57105,0.0480775
93,9.62485,0.0484476
94,9.67698,0.0486201
95,9.73287,0.0497812
96,9.79048,0.0513701
97,9.84373,0.0518709
98,9.89692,0.0517543
99,9.94507,0.0524529
