1,1.00352,0
2,0.999912,0.00360477
3,1.00087,0.00228927
4,1.00024,0.00173528
5,0.999643,0.00147101
6,0.999585,0.00120248
7,1.00109,0.00181354
8,1.00101,0.00157268
9,1.00086,0.0013948
10,1.00039,0.00133155
11,1.00007,0.00124628
12,1.00037,0.00117483
13,1.00028,0.00108416
14,0.999962,0.00105256
15,1.00016,0.000999164
16,1.00073,0.00109642
17,1.00035,0.0010968
18,1.00045,0.00103838
19,1.001,0.00112494
20,1.00094,0.00106889
21,1.00095,0.00101679
22,1.00127,0.00102243
23,1.00118,0.000981686
24,1.00108,0.000944749
25,1.00135,0.000945699
26,1.00112,0.000936629
27,1.00113,0.000901277
28,1.00115,0.000868844
29,1.001,0.000852501
30,1.00104,0.000824608
31,1.0007,0.000865974
32,1.00054,0.000852991
33,1.00072,0.000845434
34,1.00067,0.000821643
35,1.00091,0.00083297
36,1.00077,0.000820897
37,1.0008,0.000798899
38,1.00081,0.000777626
39,1.00073,0.000761682
40,1.00083,0.000749503
41,1.00109,0.000776389
42,1.00135,0.000800631
43,1.00146,0.000789639
44,1.00152,0.000773814
45,1.00132,0.000782735
46,1.0014,0.000769067
47,1.00121,0.00077592
48,1.00123,0.000759844
49,1.00116,0.000747019
50,1.00137,0.00076047
51,1.00134,0.000745966
52,1.00125,0.000737016
53,1.00114,0.000730894
54,1.00112,0.000717461
55,1.00103,0.000710757
56,1.00099,0.000699158
57,1.00128,0.000746634
58,1.00149,0.000762416
59,1.00154,0.000751118
60,1.00162,0.000743359
61,1.00172,0.000737366
62,1.00173,0.000725457
63,1.00169,0.000715243
64,1.00166,0.000704496
65,1.0016,0.000696505
66,1.0016,0.000685881
67,1.00162,0.000675927
68,1.00146,0.000684481
69,1.00153,0.00067814
70,1.00147,0.000671558
71,1.00144,0.000662774
72,1.00118,0.000702157
73,1.00108,0.000699329
74,1.00102,0.000692498
75,1.00103,0.000683318
76,1.00095,0.000679115
77,1.001,0.000671808
78,1.00111,0.000672614
79,1.00117,0.000666367
80,1.00121,0.00065931
81,1.00111,0.000658382
82,1.00106,0.000652219
83,1.00101,0.000646432
84,1.00094,0.000642748
85,1.00082,0.000644964
86,1.00069,0.00065154
87,1.00067,0.000644235
88,1.00077,0.000644542
89,1.00076,0.000637361
90,1.00078,0.000630604
91,1.00073,0.000625792
92,1.00073,0.000618957
93,1.00079,0.000614664
94,1.0007,0.00061372
95,1.00063,0.000611788
96,1.00064,0.000605435
97,1.0008,0.000620702
98,1.0007,0.000622627
99,1.00077,0.000620253
100,1.00077,0.00061404
