0,1221.49
1,1033.93
2,871.479
3,753.685
4,691.072
5,596.179
6,473.117
7,442.04
8,380.901
9,304.946
10,273.707
11,264.449
12,243.577
13,241.187
14,240.09
15,222.636
16,212.343
17,198.433
18,190.647
19,167.54
20,155.914
21,155.445
22,153.138
23,141.326
24,137.76
25,134.603
26,132.115
27,132.114
28,132.034
29,127.932
30,124.931
31,121.888
32,121.174
33,113.381
34,111.29
35,111.11
36,111.07
37,111.07
38,111.07
39,111.026
40,111.015
41,111.015
42,111.015
43,111.015
44,110.937
45,103.542
46,99.3823
47,99.3799
48,99.3791
49,99.3378
50,96.1413
51,84.6804
52,80.5603
53,80.5456
54,78.932
55,72.9712
56,72.9712
57,72.9705
58,72.8995
59,72.8443
60,70.3869
61,69.1223
62,61.9121
63,59.0591
64,55.0953
65,52.7974
66,52.7364
67,52.7037
68,52.7037
69,52.7037
70,52.7037
71,52.7037
72,52.7025
73,52.5743
74,52.524
75,52.524
76,52.524
77,52.524
78,52.524
79,52.524
80,52.524
81,52.524
82,52.524
83,52.524
84,52.524
85,52.524
86,52.524
87,52.524
88,52.524
89,52.524
90,52.524
91,52.524
92,52.524
93,52.524
94,52.524
95,52.524
96,52.524
97,52.524
98,52.524
99,52.524
100,52.524
101,52.524
102,52.524
103,52.524
104,52.524
105,52.524
106,52.524
107,52.524
108,52.524
109,52.524
110,52.524
111,52.524
112,52.524
113,52.524
114,52.524
115,52.524
116,52.524
117,52.524
118,52.524
119,52.524
120,52.524
121,52.524
122,52.524
123,52.524
124,52.524
125,52.524
126,52.524
127,52.524
128,52.524
129,52.524
130,52.524
131,52.524
132,52.524
133,52.524
134,52.524
135,52.524
136,52.524
137,52.524
138,52.524
139,52.524
140,52.524
141,52.524
142,52.524
143,52.524
144,52.524
145,52.524
146,52.524
147,52.524
148,52.524
149,52.524
150,52.524
151,52.524
152,52.524
153,52.524
154,52.524
155,52.524
156,52.524
157,52.524
158,52.524
159,52.524
160,52.524
161,52.524
162,52.524
163,52.524
164,52.524
165,52.524
166,52.524
167,52.524
168,52.524
169,52.524
170,52.524
171,52.524
172,52.524
173,52.524
174,52.524
175,52.524
176,52.524
177,52.524
178,52.524
179,52.524
180,52.524
181,52.524
182,52.524
183,52.524
184,52.524
185,52.524
186,52.524
187,52.524
188,52.524
189,52.524
190,52.524
191,52.524
192,52.524
193,52.524
194,52.524
195,52.524
196,52.524
197,52.524
198,52.524
199,52.524
